"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"ILMN_1224434"	1176.1765125	1174.17459375	1328.9357	1418.00461875	1050.89158125	1259.73734375	1044.1645625	1369.38539375	1363.2152	1231.54114375	1348.860525	1405.39675625	1181.55914375	1067.32936875	1385.99768125	1208.95903125
"ILMN_2662316"	139.7600375	145.3389	144.61973125	127.72565625	142.249075	130.4140875	160.10634375	118.15266125	127.68379375	126.36245	122.062223125	126.5154875	141.10776875	130.0340125	155.31084375	133.87325625
"ILMN_1240806"	189.890575	145.1658125	181.58448125	181.0369875	160.37689375	174.29655	144.53268125	158.2587875	150.64725625	185.43579375	177.977475	177.622125	170.04654375	152.69155	151.58565625	180.922175
"ILMN_1237529"	148.42471875	121.994118125	119.825093125	131.66101875	140.78546875	142.66521875	167.0412125	138.493975	121.12578875	139.87195625	127.2450625	141.3552625	139.41925	146.47023125	143.37633125	131.27735
"ILMN_1230287"	178.5243375	163.41111875	177.32429375	170.387425	155.98471875	188.33473125	187.723625	156.10200625	167.46681875	183.22048125	162.934825	212.77806875	216.40799375	152.90356875	140.504525	189.26159375
"ILMN_2699880"	245.7140625	200.4274125	202.05618125	198.73825	210.29248125	222.10299375	206.018925	202.05618125	185.88055	246.22676875	194.641925	232.98231875	218.88428125	177.622125	185.0267625	213.347025
"ILMN_2743991"	135.00350625	127.68379375	156.49079375	154.42223125	140.504525	134.560175	117.11431625	161.68011875	139.15418125	140.599075	145.45378125	141.49523125	134.093925	139.04955625	151.8665125	147.701675
"ILMN_2666669"	177.622125	173.1835875	174.6676875	162.4788625	186.2141625	145.03638125	186.66923125	149.21289375	152.372725	207.70706875	150.11764375	176.556675	199.27065	183.9246375	163.2424375	162.4788625
"ILMN_3157692"	141.3552625	123.91041875	131.7516	120.172779375	135.53380625	132.9463	121.87844875	110.319638125	142.114375	123.29315	115.45249	117.03301125	125.31658125	116.415918125	113.15592625	126.30664375
"ILMN_2765759"	24643.0425	24643.0425	26401.904375	23320.495625	24643.0425	25477.855	27148.123125	23320.495625	22662.46875	23872.526875	26401.904375	23872.526875	24643.0425	25477.855	25477.855	24643.0425
"ILMN_3011730"	118.805108125	95.0255825	119.43970125	141.5911125	110.27779375	95.327415	92.144394375	141.90628125	134.560175	96.992	127.62435625	113.89941625	110.319638125	105.53290375	126.430475	91.96132
"ILMN_2989650"	166.21005625	140.39288125	178.6904875	147.701675	181.58448125	141.26234375	156.10200625	156.7400875	133.2308125	177.13383125	119.43970125	159.97255	153.9696625	149.87991875	142.76286875	169.65194375
"ILMN_2617505"	156.7400875	158.05190625	169.78939375	170.992825	209.32098125	142.48908125	145.674675	181.98435	180.01171875	168.80715	140.599075	183.22048125	145.3389	125.46033125	188.33473125	180.588125
"ILMN_2766315"	3996.876	3940.2430625	3940.2430625	4224.2954375	4396.7099375	4344.53675	3728.71325	4100.9669375	3672.7575	4239.0556875	3834.3006875	3546.5745	3796.041	3728.71325	4016.5993125	3920.65875
"ILMN_2715152"	127.46519375	113.562564375	133.2308125	142.76286875	154.66928125	111.916439375	112.075176875	133.43806875	117.440628125	140.8878375	131.91349375	144.260675	140.0592625	81.9416425	134.18521875	126.8687375
"ILMN_2720740"	342.5941	357.10310625	326.82395625	357.10310625	376.90229375	241.740075	434.11775625	332.17845625	308.76860625	280.7798125	286.13239375	363.591075	361.62028125	287.6191125	263.31391875	318.03841875
"ILMN_1223734"	1029.641025	1183.2926625	986.313625	855.91689375	1083.9575	774.922225	1058.70305625	941.899225	950.49096875	1144.45039375	924.4569875	825.27274375	887.3855875	864.630725	884.5102875	1337.96778125
"ILMN_2925350"	2250.7824375	2137.9463125	2355.1674375	2281.600125	1848.017125	2148.8818125	1817.268875	2297.81	2154.306	2003.673375	1873.4655625	2288.631	1964.982125	1723.53475	2158.863875	2334.2050625
"ILMN_2783896"	128.92178125	159.97255	139.41925	177.502625	139.04955625	138.39070625	135.35369375	180.15525625	166.21005625	142.48908125	180.588125	131.27735	138.2094375	148.33931875	176.556675	125.88055625
"ILMN_2906414"	4410.4075	4293.4258125	4559.2555625	4642.1986875	4774.159	4559.2555625	3920.65875	4479.1653125	5035.313	4577.5029375	4253.6859375	4559.2555625	4115.4703125	4530.4624375	4680.85275	5100.66625
"ILMN_2867158"	129.20803125	135.5993875	150.34926875	151.29939375	169.4552375	131.91349375	126.03825625	139.87195625	174.8182375	158.86419375	137.5014625	114.928289375	151.58565625	164.19486875	154.88060625	155.31084375
"ILMN_2634349"	338.969875	342.5941	292.4938	341.61043125	314.3022625	342.5941	325.4101375	287.144725	306.2683	276.12820625	374.74366875	308.76860625	338.969875	348.09076875	318.03841875	274.6481375
"ILMN_2588663"	118.982745625	130.19934375	114.0558675	115.906464375	113.69159375	118.6015225	130.59743125	123.77083125	116.82452	126.5154875	125.88055625	138.39070625	121.735439375	131.57471875	98.415378125	113.281014375
"ILMN_2858324"	2137.9463125	1968.7001875	2320.2016875	2223.8230625	1952.964125	2037.840625	2143.6614375	1974.2203125	2003.673375	2105.115125	2118.75825	2272.8855	2070.5778125	2183.460125	2042.1346875	2089.5956875
"ILMN_1240868"	663.46655	756.18793125	801.81858125	703.5802625	762.295575	642.53469375	725.7171625	730.96755	692.932175	816.19315625	726.77698125	620.669025	646.166675	616.95135	778.8566	739.25601875
"ILMN_2736360"	403.94156875	403.4728625	432.08651875	390.72719375	500.1246625	326.28495625	376.90229375	366.8749875	487.0973125	441.35880625	338.47830625	366.8749875	448.8247125	355.68825625	406.25033125	444.0608625
"ILMN_1234086"	1318.1725625	1185.554375	1377.04380625	2325.05	1049.03378125	1382.81021875	1410.221575	1781.5615	2063.82525	1170.5943	1948.114	1433.597	1194.77774375	2432.0701875	2228.328875	1044.1645625
"ILMN_1243564"	228.38930625	269.31935625	220.33043125	217.59455	207.45166875	197.0282375	208.614425	214.87245625	208.614425	242.69094375	212.036425	246.22676875	181.43729375	203.9486375	241.2465625	225.29593125
"ILMN_1229246"	183.22048125	158.6875	178.14129375	169.65194375	183.40340625	183.9246375	163.41111875	146.249475	163.2424375	207.04245	155.31084375	150.78871875	172.0150375	124.61303125	181.98435	166.21005625
"ILMN_2849016"	10127.8905625	10127.8905625	11230.1335625	7724.063375	12022.927	10574.6365	10574.6365	7790.514875	7504.3965	11297.6646875	8098.043625	9346.0995	9598.34675	7724.063375	7724.063375	9972.20525
"ILMN_2909105"	197.3707125	218.5558625	226.68588125	232.463875	218.88428125	214.13316875	217.59455	222.42536875	223.28705625	227.67105	222.10299375	197.2252125	210.80955	208.02386875	240.2466625	248.81170625
"ILMN_2625991"	661.9242375	719.046825	805.97924375	601.04705625	1009.5939125	789.96631875	794.63866875	706.28880625	700.53440625	928.73256875	701.97584375	766.57840625	645.18645625	669.95110625	730.96755	812.9982
"ILMN_2629591"	427.12645	371.5558125	413.1436125	328.285625	396.6321	348.09076875	367.22568125	309.742025	317.6047375	426.13363125	266.54350625	387.2671875	357.10310625	262.94540625	307.1202375	445.80331875
"ILMN_2663516"	1539.848	1565.7745625	1601.894875	1703.268	1658.9980625	1593.675875	1478.5996875	1876.157875	1654.4488125	1481.7319375	1651.4259375	1630.3749375	1684.229	1741.11475	1644.4888125	1781.5615
"ILMN_2729634"	144.53268125	126.7113625	135.35369375	130.19934375	134.02999375	146.249475	133.87325625	138.0079125	149.48900625	158.6875	144.00685625	145.674675	148.42471875	159.4634125	145.674675	149.87991875
"ILMN_3143246"	296.89524375	323.1156125	311.60259375	302.9173875	311.953325	297.20371875	338.01579375	298.077875	308.440225	297.20371875	346.84835	319.52645625	344.2023125	335.95439375	342.9916375	304.5775125
"ILMN_2687534"	369.6460875	434.11775625	491.08171875	451.59918125	486.43069375	484.5622625	415.8145375	487.81764375	426.63545	418.11000625	439.20473125	421.78673125	376.43794375	420.2161375	445.23834375	526.3651125
"ILMN_3048492"	457.2691	464.38098125	444.0608625	384.946275	432.68891875	491.08171875	453.05573125	468.86593125	469.40995625	499.01070625	389.59186875	460.56375625	491.08171875	419.286475	474.47324375	407.82223125
"ILMN_2718462"	232.7016375	207.45166875	236.130475	218.7287625	251.62058125	246.22676875	233.4838625	231.05068125	227.67105	253.5756875	208.02386875	227.4998625	243.336	213.93013125	233.4838625	246.70936875
"ILMN_2664522"	545.7415125	490.5482625	541.213475	564.21346875	613.71071875	518.60681875	483.86240625	586.82305	535.7323125	613.71071875	480.16580625	531.53671875	428.86770625	453.55994375	540.56240625	471.9612875
"ILMN_2680038"	347.6172625	311.60259375	295.67068125	302.4367625	284.88960625	317.0260375	306.74313125	286.13239375	335.58544375	325.79024375	372.341475	327.20638125	357.68119375	331.55780625	296.89524375	379.33124375
"ILMN_2647476"	181.7425875	178.14129375	160.48074375	184.27898125	179.79511875	170.6414875	149.87991875	167.203	200.56650625	181.43729375	178.14129375	174.8182375	165.954875	159.0277875	162.17669375	185.25490625
"ILMN_2643326"	153.695975	150.2414625	151.8665125	185.59075	174.8182375	149.21289375	168.3561625	223.11305	194.44226875	167.6349875	161.43203125	156.49079375	161.68011875	180.922175	231.05068125	182.548525
"ILMN_2634564"	583.84518125	579.1233125	551.0910625	613.71071875	730.96755	648.30325625	600.22399375	554.6096625	512.05889375	608.020025	627.058775	622.424775	526.3651125	570.62875	591.56195625	642.53469375
"ILMN_2625188"	194.44226875	204.23965625	196.22610625	194.641925	208.2482625	180.3295625	203.7438375	178.28668125	174.942675	210.29248125	183.40340625	211.808925	212.77806875	173.37554375	193.7898875	177.13383125
"ILMN_1232976"	1593.675875	1786.308875	1790.375375	1793.433875	1880.222375	1859.51175	1675.8665625	1829.6575625	1829.6575625	1901.7284375	1436.6275	1933.3263125	1786.308875	1737.21975	1892.11275	1901.7284375
"ILMN_1237049"	1119.3327375	1272.7707375	1045.9207875	1091.12875625	1200.59594375	1114.7287	1123.47035	1006.592375	1067.32936875	1050.89158125	1123.47035	933.34199375	1106.1448625	1109.27059375	1029.641025	1017.5196
"ILMN_2627299"	2461.6148125	2342.59925	2681.920625	2553.0296875	1884.99275	2383.1305	2288.631	2738.6715	2416.0603125	2461.6148125	2426.33675	2476.998875	2500.73225	2383.1305	2426.33675	2647.8840625
"ILMN_3089931"	140.97510625	129.55834375	122.11165625	124.6910875	130.59743125	125.88055625	139.64135625	124.27139375	115.9625425	141.10776875	109.123379375	158.3846375	144.14700625	120.403178125	136.61658125	121.24155375
"ILMN_1249606"	1006.592375	1140.3004	1040.3397625	1111.68751875	1226.33259375	1106.1448625	1240.6907125	1040.3397625	1094.47193125	1126.81623125	973.91274375	973.91274375	1094.47193125	1017.5196	1096.2395125	1130.81324375
"ILMN_2593104"	235.79373125	312.35949375	222.66893125	283.540325	204.0911625	265.969925	240.2466625	297.66561875	314.7001	238.7891375	344.83418125	279.0067375	306.74313125	289.026225	277.15685625	236.75499375
"ILMN_1240702"	7724.063375	6432.159625	6927.53375	5824.636	6997.7991875	6432.159625	6015.1349375	5920.0250625	6332.6618125	6791.54225	6059.90325	6716.896125	6520.82825	6432.159625	6578.41025	6997.7991875
"ILMN_3045152"	138.8329125	151.29939375	136.24591875	125.0597375	153.1769625	137.59983125	118.471008125	123.5136625	120.005404375	151.8665125	120.6277775	140.0592625	106.745404375	127.72565625	123.372175	130.59743125
"ILMN_3140913"	210.29248125	185.88055	184.88224375	203.529425	221.7632625	217.9913875	198.73825	211.1658125	209.32098125	234.86673125	200.89800625	208.02386875	241.0027875	176.12585	221.24006875	173.1835875
"ILMN_2714031"	1231.54114375	1952.964125	1294.65333125	1183.2926625	1021.62443125	1009.5939125	2016.9168125	1011.060025	1101.2866	1009.5939125	1880.222375	1044.1645625	1290.79334375	1925.171375	1040.3397625	1223.86389375
"ILMN_2704619"	975.55876875	890.8846625	962.9292375	831.99635	999.8791	877.80959375	874.99784375	854.31285625	748.15424375	921.2737875	829.02494375	1009.5939125	874.99784375	805.97924375	799.0163375	903.982275
"ILMN_2702016"	181.135334375	186.01159375	198.537425	211.3284125	185.748925	185.0267625	199.67699375	194.98645	237.210825	155.98471875	213.04775625	211.3284125	185.59075	193.07526875	210.5832875	180.70965
"ILMN_2629030"	1035.2212625	847.2564125	1172.722225	1318.1725625	1191.72529375	1176.1765125	913.7848	1170.5943	1279.10915	1181.55914375	1012.87120625	955.69085625	972.734025	1135.64869375	1413.892925	1080.43248125
"ILMN_1243810"	155.432225	162.4788625	170.86271875	143.68168125	136.61658125	121.37270625	157.56325625	120.403178125	146.57059375	143.50841875	145.28875625	151.7113	130.09806875	141.5911125	152.7839	161.43203125
"ILMN_2709220"	111.549485	128.8212375	122.245771875	118.15266125	111.382021875	117.370764375	106.797685625	107.44807875	103.57234	109.976179375	105.0368925	110.010455625	114.250825	138.39070625	109.91764625	107.61843
"ILMN_3138674"	207.23683125	227.120325	247.27466875	243.0280375	213.7162125	185.88055	197.3707125	198.73825	232.98231875	230.4721	240.04690625	225.11594375	164.3968125	183.0535	223.28705625	217.3990625
"ILMN_2592187"	199.27065	185.748925	189.26159375	204.23965625	170.86271875	194.2015	151.29939375	232.463875	206.3713125	189.890575	190.51620625	172.5337625	204.4481	194.767025	175.49864375	167.7883625
"ILMN_1255236"	871.928325	704.96834375	948.13583125	986.313625	747.19006875	823.80625	741.15223125	1217.59461875	803.50789375	833.42680625	677.79639375	814.58774375	648.30325625	845.59393125	841.8968125	933.34199375
"ILMN_2665889"	936.561775	965.92841875	968.52038125	1029.641025	1047.83524375	1006.592375	950.49096875	1035.2212625	1128.48683125	1049.03378125	946.97265625	923.3045875	1032.766675	878.55406875	980.6937	1065.40696875
"ILMN_2593694"	3546.5745	3757.6965625	4016.5993125	4680.85275	3712.4661875	3682.3524375	4224.2954375	4758.6421875	5100.66625	3757.6965625	4082.71825	3624.416875	3358.915875	3862.5035625	4774.159	5071.7954375
"ILMN_1247490"	566.12206875	502.513075	559.57819375	464.38098125	539.54431875	507.9213875	559.57819375	527.93001875	460.56375625	584.78806875	491.6045875	542.5852375	614.66899375	457.2691	452.3838625	669.95110625
"ILMN_1237891"	709.30966875	811.4076125	789.96631875	723.366875	673.8294125	807.2088	816.19315625	754.62749375	753.64794375	700.53440625	807.2088	713.79743125	932.24933125	768.13921875	684.55906875	691.70765625
"ILMN_2991574"	169.34339375	162.80370625	155.68575625	169.04061875	154.55408125	144.9504375	129.44345	152.7839	167.6349875	151.1479625	163.813025	137.077675	114.754201875	142.48908125	136.89603125	126.5154875
"ILMN_2698799"	11173.0176875	10333.5746875	9249.246625	11173.0176875	8834.2650625	9753.672125	11938.2769375	11297.6646875	12776.28325	10210.935875	13731.0364375	10210.935875	11818.927875	12022.927	13731.0364375	11818.927875
"ILMN_2985579"	388.29455	396.6321	356.32760625	313.27270625	316.0292125	431.16281875	365.57460625	347.2855875	316.0292125	348.09076875	337.48220625	369.6460875	344.83418125	427.12645	330.25861875	314.3022625
"ILMN_2688607"	12022.927	13534.7125	10841.250625	12022.927	10060.255125	11230.1335625	13983.2231875	10724.79525	11173.0176875	11408.793	13172.297875	11173.0176875	11659.052625	12961.611375	10333.5746875	11408.793
"ILMN_1215238"	2721.8628125	2522.957375	2397.767	2738.6715	2105.115125	2560.1100625	2838.8095625	2809.6363125	2560.1100625	2196.211625	3199.676125	2624.439625	2838.8095625	3144.962875	2608.4428125	2052.1315
"ILMN_2596569"	2553.0296875	2514.93025	1981.51975	1895.11975	2397.767	2608.4428125	2738.6715	1928.6761875	1825.6773125	1944.8068125	2063.82525	2105.115125	2369.0618125	1994.359875	1825.6773125	2143.6614375
"ILMN_1221838"	162.17669375	166.49685	171.50286875	167.46681875	189.890575	160.6173125	181.0369875	146.69515625	144.14700625	164.0783625	164.0783625	160.23875	131.7516	145.3389	139.87195625	178.14129375
"ILMN_1244801"	101.764814375	86.009410625	94.4450625	139.04955625	83.293571875	101.015840625	91.259150625	129.20803125	129.55834375	114.165755625	115.570525	117.7128925	99.30971125	103.16863125	131.3446625	93.19160625
"ILMN_2704823"	11408.793	11818.927875	13172.297875	11495.6474375	15066.27	11173.0176875	11495.6474375	12469.35875	11659.052625	13983.2231875	10724.79525	12022.927	10724.79525	11659.052625	12621.3100625	12776.28325
"ILMN_3136205"	141.5911125	148.575225	138.70476875	133.14736875	126.15359375	134.18521875	140.78546875	176.7156375	170.6414875	124.0164625	130.90685	122.11165625	116.08336	162.4788625	135.840375	155.98471875
"ILMN_1234241"	411.74715	444.5415	335.58544375	329.84598125	406.94613125	373.78556875	447.55898125	319.932875	441.35880625	405.7067375	541.213475	396.1385875	480.16580625	520.452825	365.182425	420.2161375
"ILMN_3094506"	1505.6170625	1501.8286875	1369.38539375	1700.66975	1279.10915	1526.519875	1539.848	1541.624625	1560.8211875	1382.81021875	1928.6761875	1532.028875	1695.865	1758.3530625	1773.0195	1481.7319375
"ILMN_2660110"	1453.836625	1695.865	1318.1725625	1413.892925	1348.860525	1581.35175	1616.891125	1395.78575	1443.8409375	1340.43134375	1700.66975	1638.406375	1799.4763125	1675.8665625	1672.5034375	1269.33360625
"ILMN_2718861"	638.36458125	653.84860625	678.67405625	741.15223125	591.56195625	620.669025	594.5953875	777.837775	749.09235	669.95110625	502.513075	610.8717375	640.49278125	592.42118125	701.97584375	687.17316875
"ILMN_2704372"	139.28285	154.66928125	174.29655	124.14365	153.8393625	162.17669375	110.5282575	170.387425	176.556675	145.5794125	144.38583125	140.97510625	175.49864375	141.3552625	152.5911625	163.813025
"ILMN_2762255"	3007.439625	3508.3631875	3074.407375	3353.5210625	3546.5745	3260.6586875	3041.47075	3232.3765	3343.45	3556.7825	2864.5063125	3092.283875	3232.3765	2881.650875	3292.12425	3592.45975
"ILMN_2593774"	3808.8565	3572.0115	4925.7006875	4577.5029375	4758.6421875	3546.5745	3081.9745625	4293.4258125	5366.7633125	4048.0388125	5071.7954375	3883.6430625	3436.421625	6292.2961875	4964.116125	3901.5434375
"ILMN_3006575"	145.1658125	140.78546875	161.551425	147.93004375	116.13573125	159.69138125	133.56350625	156.49079375	152.1062	137.59983125	140.78546875	132.00056875	158.6875	118.6015225	127.4141875	153.5859125
"ILMN_2706451"	423.94420625	387.961875	483.0917625	437.71665625	453.55994375	442.89155	392.08263125	379.9415625	393.7152125	517.529525	392.65998125	410.47876875	390.72719375	378.12289375	389.59186875	382.0394125
"ILMN_2887075"	605.16504375	562.62983125	551.6918875	555.743425	472.914975	567.0161125	591.56195625	523.6465625	600.22399375	542.5852375	517.00189375	647.28489375	586.82305	562.62983125	580.68080625	570.62875
"ILMN_2711007"	175.1317625	182.548525	223.62086875	262.67929375	201.62113125	191.45689375	188.93926875	215.6734625	226.2570875	189.473275	204.6013	189.890575	220.8166125	216.1693125	242.168325	177.32429375
"ILMN_1218627"	7591.974125	7287.4495625	7591.974125	7228.3994375	9598.34675	7037.2719375	7144.64825	7287.4495625	7984.2996875	7591.974125	6961.1408125	6666.436625	7287.4495625	7591.974125	7287.4495625	7724.063375
"ILMN_2694687"	991.49634375	970.23390625	733.7992	987.84588125	654.93716875	937.8576625	980.6937	1002.61314375	1151.43849375	724.54374375	1178.73895	978.4476	987.84588125	1301.79445	1237.64559375	1045.9207875
"ILMN_2730516"	229.10846875	203.529425	200.4274125	220.50859375	192.86455	217.59455	219.13505625	204.0911625	213.93013125	202.7771	167.33055625	236.61770625	182.85221875	185.0267625	207.04245	198.537425
"ILMN_2629610"	195.2914625	248.03146875	228.051775	207.23683125	203.16753125	217.3990625	184.0525875	177.502625	175.49864375	215.6734625	181.58448125	199.52053125	187.17769375	204.6013	186.82786875	207.70706875
"ILMN_2774049"	167.7883625	177.977475	165.03119375	205.3047125	159.81698125	176.99835	161.81215625	240.04690625	217.59455	171.38676875	242.168325	163.2424375	180.922175	242.38879375	244.69550625	188.33473125
"ILMN_2982652"	568.67436875	615.6507375	706.28880625	582.72373125	615.6507375	665.2559875	654.93716875	867.3996875	559.57819375	594.5953875	564.21346875	780.5475	559.57819375	535.7323125	672.2165125	777.837775
"ILMN_2621471"	1197.1950625	1269.33360625	1123.47035	1059.9520625	1467.699125	1301.79445	1279.10915	1208.95903125	1208.95903125	1402.53706875	1240.6907125	1286.1005125	1359.73494375	1348.860525	1292.25568125	1294.65333125
"ILMN_2591917"	5458.565	6136.195875	6520.82825	6520.82825	6432.159625	6059.90325	5720.023125	7110.6441875	6900.494375	6474.592	5235.5604375	5390.3065625	5501.0839375	5630.295	6096.572375	7984.2996875
"ILMN_1256463"	844.16524375	774.922225	704.96834375	684.55906875	868.936125	724.54374375	890.8846625	756.18793125	794.63866875	703.5802625	704.96834375	672.2165125	847.2564125	618.0341625	629.7449375	586.82305
"ILMN_1259294"	1101.2866	928.73256875	970.23390625	973.91274375	997.9165375	1045.9207875	884.5102875	902.21253125	960.96005	915.24975	975.55876875	1115.814175	880.3431	1029.641025	910.37574375	889.0091875
"ILMN_2788984"	8355.2378125	8729.9628125	9544.25021875	8907.919	9972.20525	8729.9628125	8492.1395	9169.2155	7630.668	9671.8816875	7037.2719375	7535.8325625	8285.4875	8420.7889375	8640.875375	8994.49525
"ILMN_2713464"	657.738425	689.3837625	707.6533625	643.92078125	657.738425	737.52373125	682.99356875	693.96675625	707.6533625	737.52373125	659.09488125	739.25601875	660.82371875	646.166675	679.91124375	793.42196875
"ILMN_2813284"	203.0263	216.40799375	226.39001875	205.81603125	247.27466875	232.7016375	218.25731875	221.24006875	206.84325	231.99835625	199.52053125	232.7016375	242.168325	189.08605625	197.3707125	277.15685625
"ILMN_2719924"	441.35880625	457.2691	393.157475	531.53671875	325.4101375	386.241725	423.94420625	483.0917625	526.3651125	414.16425625	583.84518125	439.64811875	506.4152125	478.98810625	536.63215625	382.43631875
"ILMN_2879121"	152.69155	144.38583125	126.8687375	127.9695	139.9945375	120.6277775	152.515875	122.7133125	130.45783125	109.19637	127.537025	116.917326875	134.78813125	126.96625625	122.93675	101.48536875
"ILMN_2910020"	125.7289875	132.4016625	111.61705875	129.20803125	105.21574625	120.787834375	127.09165	125.9750625	138.60301875	141.90628125	131.0427625	132.60215	120.172779375	121.87844875	100.3090925	146.35961875
"ILMN_3128270"	116.2029875	138.2094375	105.53290375	113.562564375	98.93877625	99.951273125	123.61475625	95.51638125	112.7672725	109.595425625	129.8790875	114.532839375	133.76694375	118.23729375	89.372376875	105.53290375
"ILMN_2982736"	1501.8286875	1351.2752375	1457.8441875	1541.624625	1529.5255625	1418.00461875	1348.860525	1529.5255625	1476.0480625	1495.75775	1298.1607625	1355.16958125	1478.5996875	1481.7319375	1418.00461875	1593.675875
"ILMN_1245850"	180.3295625	213.347025	232.463875	236.75499375	190.9587625	183.64101875	182.71784375	204.95320625	217.9913875	186.44199375	217.22279375	198.2266625	185.88055	182.548525	224.75283125	220.08603125
"ILMN_2741117"	2342.59925	3155.7905625	2388.401875	1812.93475	2618.0886875	2955.6293125	3436.421625	1925.171375	2082.9988125	1925.171375	3081.9745625	3199.676125	3114.975	2500.73225	2131.0719375	2297.81
"ILMN_1220682"	119.53205625	95.7701925	121.809210625	112.680161875	126.30664375	116.5506525	114.165755625	124.85291875	125.805925	121.12578875	121.809210625	120.787834375	117.578344375	126.79658125	112.450651875	101.72839
"ILMN_2601884"	6997.7991875	5390.3065625	9346.0995	9346.0995	7332.76175	6520.82825	4270.5875	8212.2020625	8729.9628125	8640.875375	4436.122	6432.159625	5559.051625	4855.10025	8031.7658125	9249.246625
"ILMN_1257630"	185.0267625	171.38676875	185.88055	171.50286875	184.49761875	188.50483125	176.31839375	146.9285625	156.7400875	192.34130625	202.05618125	175.1317625	177.32429375	183.22048125	187.17769375	152.372725
"ILMN_1213231"	1011.060025	1006.592375	1021.62443125	1094.47193125	1151.43849375	1044.1645625	1138.93230625	1144.45039375	1016.11661875	984.3163125	1183.2926625	906.973	1096.2395125	1197.1950625	1135.64869375	982.52008125
"ILMN_2666297"	495.60464375	470.87679375	522.02868125	520.452825	414.16425625	501.45809375	439.64811875	441.35880625	504.2750375	431.16281875	552.80308125	494.18310625	452.3838625	542.5852375	467.39164375	310.557075
"ILMN_1254737"	120.24917875	123.83503125	110.595898125	118.544265	119.956154375	128.5330625	126.30664375	102.37671125	112.4208325	121.580483125	104.51807625	125.1430625	124.34335625	134.2687625	104.19057375	127.62435625
"ILMN_2714678"	194.98645	175.28598125	178.81230625	148.7124	184.0525875	180.922175	175.98158125	173.1835875	175.692725	166.49685	172.70298125	182.71784375	165.4697625	190.76133125	155.98471875	171.22390625
"ILMN_2724868"	1880.222375	1796.3114375	1751.0855	1909.405	1601.894875	1928.6761875	1799.4763125	1761.7409375	1948.114	1786.308875	2037.840625	1964.982125	2125.5966875	2214.44325	2078.9265625	1613.5793125
"ILMN_2631192"	590.2830875	640.49278125	603.75543125	656.59380625	733.7992	782.2742875	695.1960625	761.0036625	765.3852875	687.17316875	614.66899375	502.513075	615.6507375	716.28623125	703.5802625	747.19006875
"ILMN_1256564"	640.49278125	585.82873125	554.6096625	590.2830875	579.95534375	631.9964875	753.64794375	526.3651125	488.60263125	625.94640625	467.39164375	648.30325625	651.440175	533.3672125	453.55994375	585.82873125
"ILMN_2697433"	5531.992	6059.90325	5791.554125	5592.9835	4514.3431875	5531.992	5885.3009375	5501.0839375	6059.90325	5366.7633125	6474.592	5859.1675625	6159.7626875	6251.9165625	5366.7633125	5720.023125
"ILMN_2696360"	413.6796125	445.80331875	457.2691	363.99298125	480.16580625	425.43803125	410.47876875	354.61660625	327.851675	444.5415	376.90229375	464.38098125	454.602775	314.7001	371.001275	427.12645
"ILMN_2960714"	229.88585625	219.43544375	208.4504625	200.1958	250.65075	250.65075	194.44226875	189.08605625	233.86650625	259.57115	241.5009	184.27898125	256.726675	194.2015	267.9434	212.036425
"ILMN_1216614"	1523.2851875	1461.678875	1613.5793125	1399.6960125	1914.436125	1515.7341875	1630.3749375	1440.767375	1429.7836125	1747.868375	1377.04380625	1635.846125	1621.1950625	1517.980125	1601.894875	1663.08725
"ILMN_3103784"	251.62058125	228.82529375	272.57405	348.09076875	264.523	218.7287625	221.24006875	296.50191875	301.5162	259.83235	280.32616875	262.67929375	241.2465625	230.4721	253.5756875	264.8414125
"ILMN_1256725"	624.54245	768.13921875	689.3837625	739.25601875	845.59393125	704.96834375	808.3092375	736.02556875	642.53469375	654.93716875	835.00675625	728.21921875	697.11445625	657.738425	687.17316875	721.06025
"ILMN_2620844"	118.025370625	143.20033125	164.552225	176.7156375	140.599075	146.47023125	149.21289375	142.114375	160.10634375	148.8364625	130.79925	165.4697625	146.57059375	155.0321	144.00685625	153.8393625
"ILMN_1244835"	556.3031625	754.62749375	522.96660625	693.96675625	453.05573125	605.86194375	647.28489375	703.5802625	721.06025	472.914975	782.2742875	637.1031	653.84860625	732.0853625	645.18645625	515.00791875
"ILMN_2645780"	157.9106125	114.5831625	155.127325	184.88224375	187.723625	176.31839375	116.82452	185.0267625	181.43729375	207.45166875	99.167053125	160.6173125	156.2078125	105.35851	155.68575625	327.20638125
"ILMN_2724226"	4855.10025	4774.159	5592.9835	5284.0041875	5762.73775	5284.0041875	4834.3839375	6059.90325	4995.627	5559.051625	4774.159	4995.627	4799.889	4735.2788125	5592.9835	6292.2961875
"ILMN_2590771"	132.4016625	181.43729375	145.1658125	142.3656125	130.97268125	131.43111875	260.1345875	179.673275	154.66928125	158.3846375	201.08705	147.8156375	157.56325625	173.04038125	132.53908125	157.693625
"ILMN_1242769"	934.93573125	1104.645125	873.73599375	1085.4797875	1014.6464	999.8791	921.2737875	1115.814175	1185.554375	1067.32936875	1082.09006875	1102.75900625	1047.83524375	1149.6691	1069.8680125	1058.70305625
