	B.I	BY.I	B.C	BY.C	B.C	B.I	BY.I	BY.C	BY.C	B.C	BY.I	B.I	B.I	BY.I	BY.C	B.C
ILMN_1240471	5920.0250625	6210.5699375	5235.5604375	4183.4475625	6059.90325	6096.572375	6332.6618125	4396.7099375	5188.1588125	5885.3009375	4834.3839375	5559.051625	6292.2961875	5261.7406875	4253.6859375	5432.2115
ILMN_2722716	4115.4703125	4964.116125	3971.043125	5188.1588125	4100.9669375	5071.7954375	5531.992	5824.636	5630.295	3883.6430625	5986.11875	4293.4258125	4667.497625	5920.0250625	6059.90325	3940.2430625
ILMN_2719487	326.28495625	335.58544375	384.34065	398.285625	428.2162625	399.316725	344.83418125	439.20473125	331.1162875	355.68825625	319.52645625	389.59186875	318.36661875	342.9916375	342.17348125	392.08263125
ILMN_1249888	1651.4259375	1873.4655625	1556.765375	1571.518	1450.9011875	1741.11475	1933.3263125	1793.433875	1876.157875	1829.6575625	1974.2203125	1478.5996875	2033.06075	2056.9218125	1933.3263125	1355.16958125
ILMN_1213838	221.24006875	226.0137125	233.70659375	293.02445625	249.77924375	236.95804375	208.8861375	265.15980625	216.67686875	240.45228125	206.018925	249.19909375	248.81170625	217.9913875	262.67929375	203.529425
ILMN_2748300	195.7818	191.9776875	269.54261875	253.16974375	181.98435	252.4631	170.2017375	230.0987875	186.82786875	211.1658125	152.22359375	206.018925	233.70659375	178.14129375	229.5596375	199.52053125
ILMN_2740159	150.34926875	141.10776875	184.0525875	158.05190625	180.15525625	152.5911625	166.21005625	234.86673125	234.5153	154.55408125	162.286325	185.748925	156.10200625	171.50286875	183.0535	244.98325
ILMN_2647427	320.96831875	303.2110375	341.61043125	308.76860625	268.257725	350.950725	288.4541	375.74753125	303.5227625	289.4902375	381.22103125	304.5775125	250.2519625	353.06145	373.30499375	298.53729375
ILMN_1245079	5986.11875	5559.051625	6210.5699375	6578.41025	6900.494375	6251.9165625	5458.565	6332.6618125	6474.592	6578.41025	5720.023125	6627.1081875	5720.023125	5592.9835	6927.53375	7228.3994375
ILMN_1221225	130.45783125	122.83345	127.09165	107.10756	148.575225	116.415918125	135.5993875	124.914075	93.885325625	127.4141875	119.687909375	121.307835625	138.9548125	121.52119	85.749341875	96.6042525
ILMN_2963017	163.10266875	182.85221875	145.5794125	147.8156375	153.9696625	151.39938125	158.53173125	150.51230625	143.37633125	135.53380625	174.8182375	102.66777125	155.98471875	143.68168125	171.64175	134.78813125
ILMN_2638511	136.3262875	154.42223125	169.65194375	121.37270625	157.693625	172.353225	161.43203125	130.09806875	134.18521875	160.10634375	149.99069375	174.1205625	145.1658125	150.2414625	138.39070625	165.4697625
ILMN_2745037	1529.5255625	1569.421	1532.028875	1161.1970625	1593.675875	1574.8205625	1535.9275625	1233.78420625	1098.48106875	1505.6170625	1359.73494375	1585.203875	1526.519875	1211.26603125	1231.54114375	1412.31079375
ILMN_2756686	1094.47193125	1170.5943	1050.89158125	1135.64869375	948.13583125	1080.43248125	1077.30364375	1223.86389375	1061.20106875	965.92841875	1363.2152	1071.30986875	1080.43248125	1037.15800625	1044.1645625	980.6937
ILMN_1223546	551.0910625	507.9213875	460.98259375	389.59186875	466.434675	521.16900625	571.6147875	401.56864375	466.434675	554.6096625	590.2830875	567.0161125	619.76544375	502.513075	398.8783375	558.30926875
ILMN_2741899	724.54374375	695.1960625	692.932175	876.168925	687.17316875	681.12016875	675.1991125	865.75048125	865.75048125	728.21921875	651.440175	706.28880625	711.26331875	764.2097375	835.00675625	724.54374375
ILMN_1223695	132.896825	129.44345	139.9945375	114.807048125	152.1062	123.83503125	114.37780875	121.17253375	116.704525625	139.64135625	136.52760625	102.7052575	124.97909375	124.914075	110.81515	132.9463
ILMN_2615431	826.7718875	718.119375	924.4569875	749.09235	765.3852875	825.27274375	843.17844375	787.17976875	715.03693125	923.3045875	660.82371875	921.2737875	749.09235	601.77260625	782.2742875	965.92841875
ILMN_2666406	1544.4166875	1281.5076125	1363.2152	1163.75175	1392.73844375	1501.8286875	1259.73734375	1172.722225	1228.17379375	1275.825625	1052.4328875	1571.518	1481.7319375	1315.989225	1223.86389375	1292.25568125
ILMN_3145474	212.036425	174.510375	197.0282375	197.2252125	190.08255	180.15525625	177.32429375	157.42939375	177.7439375	204.0911625	166.7155	204.23965625	191.45689375	166.325525	183.9246375	190.76133125
ILMN_2630362	227.120325	216.99501875	273.0291875	271.34849375	272.57405	211.1658125	190.08255	259.57115	255.342925	234.260575	246.70936875	226.0137125	190.76133125	235.25141875	211.1658125	211.1658125
ILMN_2680440	4436.122	4363.454875	3862.5035625	3526.0949375	3641.0309375	4082.71825	4376.21475	3275.2453125	3353.5210625	3480.6066875	3526.0949375	3901.5434375	4253.6859375	3883.6430625	3323.130125	3862.5035625
ILMN_2619718	186.2141625	168.20095	165.765375	200.7246625	172.70298125	177.622125	166.5747125	200.1958	190.51620625	194.2015	186.2141625	163.813025	149.64721875	180.3295625	212.77806875	164.0783625
ILMN_2595857	454.602775	463.44099375	375.74753125	395.5918375	371.001275	457.2691	424.62724375	338.01579375	379.33124375	436.32871875	574.9033	485.53976875	477.51089375	481.47731875	491.08171875	435.835025
ILMN_2663741	2131.0719375	2154.306	2313.56925	2056.9218125	2238.6796875	2228.328875	2007.6768125	2042.1346875	1812.93475	2325.05	1959.502625	2208.8605	2013.110125	1928.6761875	1909.405	2183.460125
ILMN_3008277	29198.485625	30659.768125	24643.0425	26401.904375	28088.250625	29991.60125	30659.768125	26401.904375	24643.0425	29198.485625	24643.0425	29198.485625	30659.768125	28088.250625	24643.0425	29198.485625
ILMN_3001135	138.33310625	117.65351375	139.7600375	115.3052825	136.79684375	113.638276875	126.15359375	109.678511875	109.63701875	135.35369375	128.8212375	129.37900625	116.25198875	127.28783125	89.46295	143.8182375
ILMN_2708920	156.60838125	137.59983125	141.825175	148.93023125	149.3582875	142.3656125	164.88851875	116.415918125	132.205225	140.97510625	129.71258125	157.42939375	153.8393625	151.39938125	138.10944375	142.58573125
ILMN_2639642	1964.982125	1905.974125	1868.818125	1569.421	1668.6805625	2143.6614375	1997.4680625	1658.9980625	1680.0055	1855.0858125	1832.8898125	2070.5778125	1959.502625	1691.932625	1581.35175	1937.256125
ILMN_2675681	263.5487875	249.77924375	260.86174375	233.70659375	323.1156125	239.3336125	274.07449375	245.33235	232.463875	258.75729375	227.4998625	202.5795125	234.86673125	193.5339875	276.12820625	241.0027875
ILMN_2647372	96.964593125	103.079254375	101.301193125	124.0164625	74.993045625	101.9212425	85.308429375	135.00350625	139.41925	95.0255825	160.6173125	122.195053125	80.8911	139.87195625	144.260675	72.553500625
ILMN_1255697	1553.0540625	1532.028875	1675.8665625	1539.848	1944.8068125	1485.9148125	1560.8211875	1517.980125	1481.7319375	1695.865	1231.54114375	1461.678875	1342.66180625	1294.65333125	1363.2152	1616.891125
ILMN_2910106	396.1385875	384.946275	325.79024375	301.5162	388.29455	402.26533125	455.44276875	314.3022625	306.74313125	394.9682625	382.95286875	433.41804375	450.09990625	328.285625	299.09469375	398.8783375
ILMN_2643067	1499.0845625	1642.0229375	1488.5588125	1259.73734375	1517.980125	1467.699125	1691.932625	1237.64559375	1154.72575625	1348.860525	1412.31079375	1290.79334375	1539.848	1399.6960125	1194.77774375	1420.65530625
ILMN_2807084	1366.5811	1450.9011875	1385.99768125	1265.42595625	1363.2152	1323.73580625	1521.487125	1220.88975625	1153.086725	1301.79445	1505.6170625	1357.73449375	1288.97909375	1443.8409375	1279.10915	1205.7586875
ILMN_2644664	745.71349375	874.99784375	675.1991125	729.4838	728.21921875	769.2259125	712.6582	719.046825	780.5475	730.96755	769.2259125	816.19315625	811.4076125	785.55970625	787.17976875	697.11445625
ILMN_2625094	329.84598125	314.987925	350.2464875	357.68119375	320.36241875	343.51701875	276.746625	379.33124375	347.2855875	279.95749375	277.7191375	328.90161875	335.95439375	293.02445625	423.20989375	262.67929375
ILMN_1216601	117.578344375	100.057215625	125.46033125	155.57271875	97.3266925	94.993215	97.388781875	127.1895375	135.1378125	122.6171375	125.9750625	93.649435	94.415228125	107.767169375	129.20803125	133.31306875
ILMN_2752618	1340.43134375	1420.65530625	1086.60641875	989.70889375	1215.46968125	1167.6394625	1382.81021875	864.630725	1017.5196	1117.5936875	1217.59461875	1146.39284375	1253.613975	1203.07131875	936.561775	1006.592375
ILMN_2750225	174.942675	149.48900625	153.34843125	142.83349375	154.88060625	176.556675	164.552225	159.69138125	157.693625	136.89603125	187.9385375	170.387425	176.556675	177.977475	188.50483125	176.556675
ILMN_3161263	465.2150125	473.52364375	396.6321	442.1013375	304.5775125	419.286475	463.44099375	467.39164375	527.07400625	457.2691	549.2649875	394.9682625	433.41804375	442.1013375	423.94420625	371.5558125
ILMN_1254067	791.96815625	788.81949375	642.53469375	594.5953875	652.601775	772.78075625	826.7718875	578.27779375	609.015525	640.49278125	725.7171625	682.99356875	745.71349375	668.6408375	614.66899375	698.881425
ILMN_2756733	980.6937	958.827475	934.93573125	854.31285625	903.982275	973.91274375	868.936125	831.99635	863.1886875	943.18929375	1008.09605625	1093.05636875	976.8693625	968.52038125	930.27695625	874.99784375
ILMN_1242942	115.0698675	103.8220475	104.721908125	126.15359375	124.417475	120.867783125	117.863168125	138.2094375	121.048245	133.379225	142.249075	109.91764625	109.279330625	92.144394375	135.71329375	132.00056875
ILMN_2760116	579.95534375	551.6918875	588.53715	756.18793125	601.04705625	557.51616875	612.4552625	621.29355	610.8717375	537.3564875	737.52373125	507.9213875	593.64370625	663.46655	753.64794375	528.659375
ILMN_1260112	468.86593125	565.08385	572.9692625	489.587425	562.62983125	544.86930625	531.53671875	764.2097375	494.18310625	623.59819375	469.928175	472.914975	469.928175	514.343425	503.5053625	648.30325625
ILMN_1259299	1410.221575	1648.387625	1399.6960125	1385.99768125	1373.50971875	1495.75775	1610.26175	1597.03825	1549.452	1433.597	1574.8205625	1657.091625	1569.421	1585.203875	1461.678875	1447.2469375
ILMN_2875915	437.71665625	415.8145375	420.2161375	471.9612875	379.9415625	420.2161375	387.2671875	474.47324375	496.93676875	432.68891875	459.588925	406.25033125	397.36328125	373.30499375	432.08651875	365.57460625
ILMN_2987599	335.58544375	326.82395625	301.5162	266.98208125	258.45333125	324.18878125	328.285625	229.5596375	257.63335	283.540325	329.84598125	296.89524375	292.0348375	347.2855875	245.7140625	303.5227625
ILMN_2748777	405.7067375	307.59543125	349.2293625	338.01579375	351.55851875	338.969875	294.61255625	371.001275	319.932875	331.1162875	308.440225	337.48220625	365.57460625	341.61043125	339.5567875	383.67525
ILMN_2791665	123.91041875	114.928289375	115.243696875	108.960214375	136.89603125	120.24917875	115.143828125	110.187594375	111.979923125	126.7113625	118.15266125	112.075176875	127.72565625	122.11165625	117.440628125	125.9750625
ILMN_1259678	1359.73494375	1369.38539375	1138.93230625	1059.9520625	1284.59764375	1416.0072125	1642.0229375	1018.9702	1032.766675	1183.2926625	1599.0994375	1133.0493375	1491.8528125	1563.394625	1128.48683125	1040.3397625
ILMN_1227237	158.3846375	105.32240875	155.57271875	189.73489375	150.64725625	143.50841875	136.61658125	159.97255	173.4603	170.6414875	147.39860625	117.94880375	236.130475	150.11764375	193.88205	168.3561625
ILMN_2892222	2056.9218125	1836.85825	1994.359875	1621.1950625	2052.1315	2042.1346875	2003.673375	1729.3028125	1675.8665625	2063.82525	1588.2665625	2112.8919375	2047.0441875	1546.757625	1675.8665625	2437.573625
ILMN_1213055	664.2749	624.54245	639.4019375	563.63728125	609.015525	637.1031	706.28880625	548.38800625	578.27779375	651.440175	551.0910625	625.94640625	710.4593125	594.5953875	603.75543125	673.8294125
ILMN_2607547	12776.28325	14190.341875	12961.611375	13731.0364375	12469.35875	12469.35875	14190.341875	14760.245625	14190.341875	13172.297875	14760.245625	12776.28325	14190.341875	13172.297875	13983.2231875	14431.91
ILMN_2702193	276.421125	244.36269375	288.4541	267.6644625	269.9254375	256.726675	227.120325	269.31935625	310.557075	267.9434	287.144725	255.71478125	236.75499375	202.26374375	282.668375	319.932875
ILMN_2988191	180.922175	184.0525875	178.96955	204.4481	152.69155	194.03785625	216.40799375	210.16245625	212.77806875	200.1958	222.66893125	213.347025	171.83655	231.68000625	210.80955	200.4274125
ILMN_2710353	1716.46775	1464.879	1093.05636875	704.96834375	1211.26603125	1211.26603125	2158.863875	721.06025	867.3996875	1848.017125	1083.9575	1298.1607625	1638.406375	777.837775	1080.43248125	1459.97975
ILMN_3119914	235.25141875	267.9434	163.2424375	170.86271875	166.7155	234.260575	287.144725	142.58573125	187.723625	181.0369875	260.86174375	237.210825	225.29593125	276.746625	167.0412125	165.765375
ILMN_2653166	1892.11275	1802.7274375	1892.11275	2131.0719375	1741.11475	1723.53475	1873.4655625	2033.06075	2007.6768125	1630.3749375	1914.436125	1672.5034375	1741.11475	1851.1645625	1981.51975	1737.21975
ILMN_2766279	1071.30986875	1014.6464	1115.814175	1080.43248125	1115.814175	1058.70305625	954.6626875	986.313625	1011.060025	1194.77774375	968.52038125	1163.75175	989.70889375	980.6937	997.9165375	1029.641025
ILMN_2710151	401.56864375	368.69168125	373.78556875	386.241725	404.7403875	378.71825625	393.157475	342.9916375	302.4367625	366.8749875	393.157475	374.74366875	447.55898125	397.36328125	313.27270625	375.74753125
ILMN_1234742	314.987925	273.60645	345.7649375	419.286475	315.527125	311.953325	295.67068125	352.64973125	346.84835	276.421125	399.316725	259.10294375	286.81030625	445.80331875	359.38050625	246.43791875
ILMN_2675765	151.7113	152.515875	167.203	138.0079125	177.622125	123.61475625	149.64721875	121.4719	123.91041875	161.81215625	149.21289375	146.69515625	163.813025	144.14700625	119.53205625	129.30451875
ILMN_3144761	302.9173875	285.20514375	297.20371875	334.0526875	369.0737	284.58690625	300.51006875	324.59301875	343.51701875	329.3921125	331.1162875	274.6481375	285.20514375	307.59543125	316.0292125	325.4101375
ILMN_1222682	431.7225875	496.135925	437.71665625	394.9682625	428.86770625	391.4559875	487.81764375	459.588925	444.5415	437.71665625	491.08171875	476.1185375	456.45375	468.86593125	430.1853875	393.7152125
ILMN_2840533	160.10634375	153.8393625	98.185771875	99.884870625	112.075176875	136.61658125	135.92853125	102.66777125	96.087496875	108.06792375	135.00350625	177.502625	125.805925	152.372725	84.950534375	83.650224375
ILMN_3142789	159.17185	171.50286875	139.87195625	214.13316875	77.72694125	166.7155	147.05875	241.0027875	258.45333125	145.03638125	243.86538125	240.04690625	169.34339375	250.930975	265.15980625	122.93675
ILMN_1218703	678.67405625	835.00675625	830.115225	937.8576625	716.28623125	799.0163375	902.21253125	1151.43849375	1140.3004	729.4838	1288.97909375	704.96834375	784.02243125	1191.72529375	1392.73844375	701.97584375
ILMN_2753589	1288.97909375	1426.63413125	1357.73449375	1082.09006875	1470.9896875	1197.1950625	1481.7319375	1228.17379375	970.23390625	1447.2469375	1447.2469375	1183.2926625	1395.78575	1402.53706875	1153.086725	1138.93230625
ILMN_3160697	1269.33360625	1373.50971875	1231.54114375	1521.487125	1075.377725	1405.39675625	1205.7586875	1337.96778125	1529.5255625	1351.2752375	1521.487125	1249.51303125	1252.1733875	1450.9011875	1549.452	1154.72575625
ILMN_3127491	172.0150375	174.1205625	154.42223125	127.537025	133.14736875	165.765375	194.03785625	146.57059375	141.10776875	178.96955	143.9201875	136.10575625	143.50841875	153.46726875	140.8878375	135.5993875
ILMN_2668886	262.67929375	243.0280375	286.13239375	242.168325	260.86174375	310.20375625	229.88585625	271.34849375	299.09469375	248.3792375	228.59040625	291.3637	342.9916375	249.460775	264.24041875	279.61274375
ILMN_1214753	1517.980125	1723.53475	1700.66975	1588.2665625	1521.487125	1412.31079375	1758.3530625	1389.53755625	1523.2851875	1395.78575	1747.868375	1237.64559375	1369.38539375	1642.0229375	1311.92510625	1170.5943
ILMN_2669540	3770.3874375	3445.8880625	3796.041	3445.8880625	4706.18725	3920.65875	3610.6621875	3496.7734375	3496.7734375	4016.5993125	3445.8880625	3358.915875	3699.664375	3307.411375	3480.6066875	3610.6621875
ILMN_2647048	5207.3271875	5120.44175	5261.7406875	4479.1653125	4880.49925	5559.051625	5071.7954375	4166.331375	4152.0380625	4951.3425625	4206.7450625	5458.565	4951.3425625	4514.3431875	3901.5434375	5284.0041875
ILMN_1219231	1142.3346125	1470.9896875	1001.36695	892.5835875	1167.6394625	1161.1970625	1453.836625	934.93573125	948.13583125	1058.70305625	1355.16958125	1252.1733875	1363.2152	1342.66180625	1050.89158125	1025.50926875
ILMN_2733465	130.59743125	139.53805	121.580483125	145.3389	133.76694375	156.7400875	131.80700625	135.2270875	137.2026125	110.873780625	145.674675	147.21659375	146.69515625	139.28285	121.653625	106.745404375
ILMN_1254878	3104.4561875	3343.45	3384.2715625	3883.6430625	3114.975	3358.915875	3275.2453125	3862.5035625	3508.3631875	3808.8565	3422.046375	3463.9809375	3248.2679375	3546.5745	3699.664375	3463.9809375
ILMN_1229430	456.45375	526.3651125	638.36458125	622.424775	565.08385	515.00791875	492.8494125	591.56195625	631.9964875	552.80308125	503.5053625	570.62875	463.44099375	528.659375	571.6147875	530.13569375
ILMN_1231868	478.98810625	450.87916875	489.587425	567.74288125	546.67505625	538.40756875	448.8247125	486.43069375	570.62875	538.40756875	371.5558125	373.78556875	425.43803125	409.6476375	545.7415125	466.434675
ILMN_3138743	269.0900875	269.54261875	246.43791875	265.53608125	241.740075	295.17453125	279.95749375	255.71478125	222.66893125	233.70659375	267.9434	283.540325	241.740075	295.17453125	239.731575	234.260575
ILMN_1251534	193.88205	211.808925	223.11305	231.4094625	202.7771	196.029325	185.43579375	213.7162125	220.08603125	214.999475	217.9913875	192.6032125	194.03785625	209.6493125	216.67686875	181.58448125
ILMN_2446990	258.45333125	253.16974375	243.336	259.57115	184.27898125	268.74179375	259.57115	277.15685625	272.57405	212.56733125	333.03789375	300.13343125	212.036425	318.857075	248.81170625	224.416875
ILMN_2671266	449.41195625	467.39164375	411.74715	449.41195625	358.44570625	430.1853875	421.78673125	465.7442	513.18336875	400.818975	542.5852375	509.714725	471.9612875	534.31181875	477.51089375	350.2464875
ILMN_2704927	253.5756875	287.144725	256.2845125	274.07449375	294.1801625	228.59040625	242.69094375	272.57405	248.03146875	284.88960625	245.33235	262.94540625	265.969925	183.40340625	264.523	266.54350625
