	B.I	BY.I	B.C	BY.C	B.C	B.I	BY.I	BY.C	BY.C	B.C	BY.I	B.I	B.I	BY.I	BY.C	B.C
ILMN_1216614	1523.2851875	1461.678875	1613.5793125	1399.6960125	1914.436125	1515.7341875	1630.3749375	1440.767375	1429.7836125	1747.868375	1377.04380625	1635.846125	1621.1950625	1517.980125	1601.894875	1663.08725
ILMN_3103784	251.62058125	228.82529375	272.57405	348.09076875	264.523	218.7287625	221.24006875	296.50191875	301.5162	259.83235	280.32616875	262.67929375	241.2465625	230.4721	253.5756875	264.8414125
ILMN_1244835	556.3031625	754.62749375	522.96660625	693.96675625	453.05573125	605.86194375	647.28489375	703.5802625	721.06025	472.914975	782.2742875	637.1031	653.84860625	732.0853625	645.18645625	515.00791875
ILMN_2645780	157.9106125	114.5831625	155.127325	184.88224375	187.723625	176.31839375	116.82452	185.0267625	181.43729375	207.45166875	99.167053125	160.6173125	156.2078125	105.35851	155.68575625	327.20638125
ILMN_2724226	4855.10025	4774.159	5592.9835	5284.0041875	5762.73775	5284.0041875	4834.3839375	6059.90325	4995.627	5559.051625	4774.159	4995.627	4799.889	4735.2788125	5592.9835	6292.2961875
ILMN_2590771	132.4016625	181.43729375	145.1658125	142.3656125	130.97268125	131.43111875	260.1345875	179.673275	154.66928125	158.3846375	201.08705	147.8156375	157.56325625	173.04038125	132.53908125	157.693625
ILMN_1242769	934.93573125	1104.645125	873.73599375	1085.4797875	1014.6464	999.8791	921.2737875	1115.814175	1185.554375	1067.32936875	1082.09006875	1102.75900625	1047.83524375	1149.6691	1069.8680125	1058.70305625
ILMN_2713039	605.86194375	659.09488125	725.7171625	539.54431875	873.73599375	706.28880625	643.92078125	605.86194375	552.80308125	800.142025	435.13193125	586.82305	524.4077875	442.89155	551.0910625	730.96755
ILMN_2947031	422.1692375	427.12645	436.32871875	417.2681625	415.8145375	456.45375	411.74715	367.22568125	388.98266875	362.3423375	404.7403875	447.55898125	444.0608625	361.06348125	336.38178125	387.2671875
ILMN_2799596	293.459625	258.75729375	269.0900875	307.1202375	287.97133125	286.44878125	275.47909375	302.9173875	358.44570625	294.61255625	275.04995	320.69589375	287.97133125	246.43791875	326.28495625	250.930975
ILMN_3078052	117.515893125	128.162825	122.062223125	116.2029875	134.3977375	153.695975	97.583255	109.91764625	111.4405175	116.87479875	115.78272625	101.871035625	102.519305625	105.687775625	106.381176875	139.04955625
ILMN_2854117	188.50483125	173.04038125	159.69138125	137.35951875	153.038975	151.9914375	149.1243125	127.28783125	135.35369375	211.3284125	130.6918125	132.4609	148.7124	125.6313	139.04955625	154.42223125
ILMN_1254551	2201.56525	2313.56925	1884.99275	2003.673375	1675.8665625	2118.75825	2437.573625	2137.9463125	2131.0719375	2016.9168125	2214.44325	1832.8898125	2158.863875	1919.0003125	2047.0441875	1895.11975
ILMN_2756704	6961.1408125	6961.1408125	9169.2155	10443.30125	7724.063375	7287.4495625	6997.7991875	9972.20525	10443.30125	8420.7889375	7984.2996875	7884.927125	7073.02275	7184.1275	10574.6365	8834.2650625
ILMN_2673917	612.4552625	637.1031	812.9982	690.38670625	789.96631875	601.77260625	574.1261625	784.02243125	695.1960625	676.4500125	657.738425	639.4019375	569.9199	665.2559875	618.0341625	620.669025
ILMN_2684667	4995.627	5235.5604375	4410.4075	5432.2115	4995.627	5035.313	4819.3668125	5261.7406875	4834.3839375	4376.21475	5559.051625	4855.10025	5235.5604375	5691.950125	4799.889	4410.4075
ILMN_2670427	4224.2954375	4680.85275	4059.5295	4452.0114375	4667.497625	4206.7450625	5120.44175	4452.0114375	4239.0556875	4115.4703125	4363.454875	3853.270625	4239.0556875	4925.7006875	4436.122	3808.8565
ILMN_2599214	375.74753125	277.15685625	390.72719375	222.42536875	470.87679375	410.47876875	319.52645625	223.28705625	279.95749375	334.0526875	324.59301875	235.79373125	446.23766875	420.80611875	268.74179375	344.2023125
ILMN_1239808	415.8145375	426.13363125	486.43069375	476.99363125	445.23834375	473.52364375	426.63545	582.72373125	537.3564875	421.78673125	367.22568125	442.89155	412.55158125	433.41804375	516.35701875	508.66270625
ILMN_3123473	243.86538125	295.67068125	222.10299375	251.30326875	206.84325	277.7191375	282.30319375	264.8414125	286.81030625	257.1474375	311.953325	293.85094375	261.69506875	257.83005	310.20375625	293.459625
ILMN_1260593	361.62028125	391.4559875	316.35359375	336.38178125	370.48145625	358.44570625	344.2023125	307.59543125	349.2293625	290.89839375	340.65205625	343.51701875	417.2681625	355.19934375	300.51006875	325.79024375
ILMN_2624385	794.63866875	816.19315625	1016.11661875	887.3855875	1311.92510625	812.9982	821.9814125	829.02494375	849.21829375	973.91274375	865.75048125	697.11445625	807.2088	933.34199375	876.168925	785.55970625
ILMN_2772155	665.2559875	912.53776875	591.56195625	589.33045	577.3044	663.46655	1149.6691	697.11445625	729.4838	607.033175	1056.7428375	778.8566	814.58774375	766.57840625	667.346975	643.92078125
ILMN_1244836	1802.7274375	2052.1315	1848.017125	1499.0845625	1719.596	1793.433875	2364.6356875	1581.35175	1723.53475	1909.405	1952.964125	1606.403875	1616.891125	2118.75825	1651.4259375	1625.73425
ILMN_2747311	1275.825625	1096.2395125	1096.2395125	1149.6691	980.6937	1233.78420625	1159.0100875	1183.2926625	1217.59461875	1006.592375	1315.989225	1253.613975	1304.11341875	1272.7707375	1226.33259375	1146.39284375
ILMN_3104094	1065.40696875	1016.11661875	1136.7809625	1122.48299375	1126.81623125	1025.50926875	1082.09006875	1200.59594375	1083.9575	1213.3972125	1069.8680125	1016.11661875	1085.4797875	915.24975	1018.9702	1275.825625
ILMN_1244997	167.0412125	198.537425	162.80370625	192.86455	204.95320625	174.942675	191.45689375	208.02386875	213.347025	176.99835	157.9106125	149.3582875	172.353225	194.03785625	205.534625	240.2466625
ILMN_3160416	278.67450625	345.38940625	314.3022625	359.38050625	291.3637	301.5162	277.7191375	335.95439375	322.65033125	293.459625	310.557075	307.1202375	264.8414125	260.1345875	314.3022625	257.3934125
ILMN_2588055	2800.7055	3624.416875	2148.8818125	2916.3459375	4152.0380625	3853.270625	4642.1986875	3445.8880625	2975.30275	2916.3459375	3920.65875	1389.53755625	4315.6864375	3712.4661875	3556.7825	3199.676125
ILMN_2615628	510.5569375	549.89674375	826.7718875	764.2097375	603.75543125	695.1960625	586.82305	796.67608125	624.54245	536.63215625	530.13569375	588.53715	531.53671875	652.601775	675.1991125	711.26331875
ILMN_1253361	902.21253125	787.17976875	1037.15800625	807.2088	958.827475	892.5835875	831.99635	860.29973125	900.229325	944.894575	693.96675625	804.60284375	934.93573125	841.8968125	923.3045875	852.3978375
ILMN_2659063	136.24591875	131.66101875	119.3709175	172.23488125	97.29614	114.42555875	118.2936625	190.08255	183.9246375	132.7850125	182.85221875	159.56865625	129.95585625	184.88224375	184.0525875	107.86980625
ILMN_1258600	903.982275	1018.9702	854.31285625	829.02494375	724.54374375	910.37574375	965.92841875	819.3952875	847.2564125	844.16524375	910.37574375	1161.1970625	921.2737875	833.42680625	777.837775	808.3092375
ILMN_2749747	577.3044	591.56195625	580.68080625	515.00791875	637.1031	711.26331875	628.2296125	496.135925	482.1791625	633.27214375	540.56240625	684.55906875	631.9964875	457.93085	517.529525	633.27214375
ILMN_2847285	213.04775625	213.04775625	209.32098125	217.22279375	219.13505625	216.00235625	221.5099	197.96421875	195.13283125	195.2914625	209.103475	183.9246375	229.5596375	254.823675	169.214	202.5795125
ILMN_1259606	1836.85825	1610.26175	1505.6170625	1379.9554375	1355.16958125	1880.222375	1585.203875	1841.8780625	1786.308875	1269.33360625	2022.208	1723.53475	1581.35175	2264.731375	1621.1950625	1700.66975
ILMN_2826342	1085.4797875	1093.05636875	1298.1607625	1262.084325	1073.825075	1011.060025	1045.9207875	1140.3004	1178.73895	1220.88975625	1061.20106875	997.9165375	1109.27059375	1093.05636875	1073.825075	1159.0100875
ILMN_2643513	317.6047375	291.65074375	370.48145625	328.90161875	431.7225875	323.1156125	363.99298125	321.82924375	373.30499375	381.22103125	303.5227625	345.7649375	383.67525	332.17845625	320.36241875	417.2681625
ILMN_2601118	905.5100875	843.17844375	744.27988125	788.81949375	941.899225	871.928325	876.168925	741.15223125	814.58774375	890.8846625	823.80625	987.84588125	817.51023125	598.9458625	788.81949375	849.21829375
ILMN_1222760	499.01070625	446.23766875	501.45809375	342.9916375	517.529525	489.587425	468.86593125	347.6172625	353.62091875	457.93085	355.19934375	505.60308125	462.82	360.557825	368.19235625	483.0917625
ILMN_1212619	162.80370625	149.64721875	150.78871875	132.4609	127.3510375	158.1505875	133.2308125	119.074268125	116.08336	149.48900625	111.549485	142.66521875	143.9201875	114.532839375	128.8212375	138.0079125
ILMN_2768786	403.4728625	378.71825625	372.341475	327.20638125	435.13193125	359.99755625	392.65998125	318.36661875	357.68119375	398.8783375	421.34460625	344.2023125	372.341475	396.6321	338.47830625	384.946275
ILMN_2599719	3323.130125	3092.283875	3996.876	4602.2670625	3610.6621875	3186.193375	2998.837625	3920.65875	3699.664375	4253.6859375	3134.3626875	3712.4661875	3260.6586875	3104.4561875	4166.331375	3480.6066875
ILMN_2810443	345.7649375	365.182425	380.48959375	361.06348125	383.67525	379.33124375	346.35661875	356.66225625	387.2671875	379.33124375	286.44878125	356.32760625	350.2464875	348.55784375	357.68119375	372.341475
ILMN_1217060	719.046825	725.7171625	607.033175	598.9458625	506.4152125	613.71071875	745.71349375	647.28489375	672.2165125	639.4019375	712.6582	701.97584375	587.55103125	620.669025	587.55103125	639.4019375
ILMN_2728118	1515.7341875	1556.765375	1262.084325	1351.2752375	1017.5196	1569.421	1549.452	1096.2395125	1553.0540625	1188.904225	1535.9275625	1925.171375	1700.66975	1418.00461875	1272.7707375	1501.8286875
ILMN_2663920	898.38510625	934.93573125	723.366875	697.11445625	780.5475	884.5102875	912.53776875	707.6533625	664.2749	761.0036625	679.91124375	849.21829375	902.21253125	640.49278125	619.76544375	804.60284375
ILMN_1236869	6666.436625	7984.2996875	5885.3009375	5207.3271875	5824.636	6716.896125	7724.063375	6210.5699375	6159.7626875	6159.7626875	8492.1395	6753.8141875	7935.557625	8492.1395	6627.1081875	5691.950125
ILMN_1216883	618.0341625	629.7449375	556.3031625	491.08171875	551.6918875	629.7449375	676.4500125	507.9213875	495.60464375	615.6507375	667.346975	630.68256875	677.79639375	689.3837625	543.2651625	591.56195625
ILMN_1249171	140.78546875	113.69159375	127.46519375	145.03638125	132.30241875	159.4634125	116.13573125	168.80715	140.599075	150.78871875	140.1893	189.08605625	118.23729375	120.706985625	159.97255	196.7999
ILMN_2657031	175.98158125	175.1317625	162.04371875	159.4634125	127.28783125	180.588125	174.6676875	151.8665125	166.87675	186.2141625	189.890575	172.0150375	182.548525	182.10419375	181.7425875	180.01171875
ILMN_1237963	299.838875	322.15643125	298.53729375	265.969925	259.83235	312.35949375	314.7001	258.45333125	243.86538125	265.15980625	253.5756875	311.953325	325.01405625	268.257725	247.27466875	282.30319375
ILMN_1238094	651.440175	716.28623125	568.67436875	619.76544375	581.747025	652.601775	667.346975	542.5852375	677.79639375	512.05889375	687.17316875	700.53440625	545.7415125	761.0036625	610.22988125	492.318275
ILMN_1254016	267.6644625	282.30319375	308.440225	287.6191125	347.6172625	254.823675	257.3934125	244.12235625	258.75729375	289.026225	242.38879375	259.57115	254.823675	250.65075	308.03741875	302.0011375
ILMN_1227824	1859.51175	2223.8230625	1925.171375	2029.4189375	1781.5615	1716.46775	2201.56525	1851.1645625	1997.4680625	2078.9265625	2258.226875	1880.222375	1868.818125	2105.115125	1663.08725	1948.114
ILMN_2634108	294.1801625	319.296625	320.36241875	282.668375	384.34065	294.61255625	308.440225	268.74179375	302.0011375	336.38178125	300.83779375	263.91614375	327.851675	356.66225625	276.746625	320.36241875
ILMN_2990229	1157.0028125	1226.33259375	958.827475	1249.51303125	1208.95903125	1154.72575625	1253.613975	1163.75175	1259.73734375	1102.75900625	1208.95903125	1185.554375	1308.2683375	1323.73580625	1203.07131875	1167.6394625
ILMN_1246758	775.92039375	863.1886875	882.26715625	771.5237875	1006.592375	793.42196875	687.17316875	805.97924375	777.837775	934.93573125	774.922225	917.37219375	758.1567625	700.53440625	748.15424375	841.8968125
ILMN_2655015	6210.5699375	6791.54225	6666.436625	7884.927125	7411.148625	7332.76175	6520.82825	7037.2719375	7460.845875	6997.7991875	6843.291125	7332.76175	6716.896125	6627.1081875	7535.8325625	7504.3965
ILMN_1229643	246.90165	272.79385	336.38178125	346.84835	227.67105	262.67929375	262.67929375	338.969875	289.80645	341.61043125	293.459625	341.124375	258.45333125	265.15980625	323.41438125	358.44570625
ILMN_1248173	101.301193125	83.17754625	96.017360625	130.6918125	65.771414375	83.707559375	90.571675625	112.3777025	111.382021875	80.8911	123.83503125	107.189019375	93.062660625	99.167053125	125.88055625	75.67771625
ILMN_2613264	123.77083125	125.31658125	142.3656125	109.19637	134.66733125	145.45378125	106.579585	107.61843	110.486279375	136.4538875	129.7814125	141.26234375	134.32206875	118.39256	126.8687375	119.825093125
ILMN_1256528	122.245771875	114.37780875	147.05875	147.51644375	169.88470625	121.87844875	128.5330625	135.35369375	156.89665	172.70298125	123.0109875	133.56350625	120.005404375	120.6277775	162.286325	166.5747125
ILMN_2741446	154.2992875	151.49008125	150.11764375	177.13383125	131.3446625	167.0412125	135.840375	140.504525	155.81645625	124.76700625	175.49864375	169.214	166.325525	181.58448125	142.66521875	140.504525
ILMN_3147135	7332.76175	6843.291125	8420.7889375	8031.7658125	9753.672125	7228.3994375	7184.1275	8355.2378125	7935.557625	7884.927125	7790.514875	6096.572375	7535.8325625	7144.64825	7332.76175	8212.2020625
ILMN_1225615	386.81351875	410.47876875	331.1162875	387.961875	321.4583	405.04731875	406.25033125	387.2671875	415.8145375	381.63321875	490.5482625	379.9415625	382.95286875	494.18310625	479.6173875	374.27375
ILMN_3136355	227.67105	248.3792375	262.94540625	269.0900875	237.7202375	216.40799375	287.97133125	289.4902375	273.60645	241.5009	269.9254375	210.80955	253.16974375	211.808925	268.257725	260.4962375
ILMN_2610861	275.47909375	265.53608125	321.82924375	242.69094375	317.6047375	281.8167875	256.2845125	232.7016375	228.051775	272.57405	235.79373125	231.4094625	244.12235625	257.63335	250.930975	243.0280375
ILMN_1249522	1009.5939125	910.37574375	915.24975	880.3431	1089.18391875	838.49383125	772.78075625	801.81858125	799.0163375	873.73599375	873.73599375	821.9814125	912.53776875	695.1960625	715.03693125	868.936125
ILMN_3146196	2183.460125	2657.9415625	1978.2611875	1959.502625	1959.502625	2510.9436875	2963.303625	2238.6796875	2250.7824375	1790.375375	3166.4545	2698.729	2608.4428125	2827.8411875	2243.769375	1855.0858125
ILMN_2751247	284.88960625	310.20375625	257.63335	241.90995	319.52645625	272.57405	332.17845625	236.75499375	271.0086	371.5558125	290.319825	276.12820625	373.78556875	278.2667625	252.8984	350.950725
ILMN_2697766	301.5162	354.05960625	304.96008125	319.296625	293.85094375	279.95749375	310.20375625	389.59186875	369.0737	318.36661875	397.36328125	257.1474375	284.88960625	394.9682625	421.34460625	289.80645
ILMN_2911454	383.67525	340.65205625	344.83418125	376.43794375	353.62091875	336.38178125	389.97513125	451.59918125	374.27375	342.5941	391.4559875	321.4583	393.7152125	484.5622625	453.05573125	344.83418125
ILMN_2609182	140.599075	128.5330625	157.9106125	151.39938125	155.0321	130.79925	130.19934375	130.90685	153.9696625	155.0321	131.80700625	111.496716875	106.579585	107.5184425	151.1479625	144.9504375
ILMN_2687062	406.94613125	442.1013375	357.10310625	356.66225625	387.2671875	364.36604375	458.6657375	393.157475	430.63421875	392.08263125	414.83418125	320.96831875	431.16281875	439.64811875	421.78673125	386.241725
ILMN_2971131	4490.201	4514.3431875	4315.6864375	5531.992	4344.53675	4327.9955625	4239.0556875	5235.5604375	5762.73775	4799.889	5120.44175	4376.21475	4834.3839375	4902.6641875	5531.992	4376.21475
ILMN_3057482	576.2538625	569.2850875	464.38098125	709.30966875	491.6045875	623.59819375	481.47731875	623.59819375	704.96834375	534.31181875	709.30966875	589.33045	576.2538625	794.63866875	689.3837625	469.40995625
ILMN_2607297	276.746625	276.746625	287.144725	308.440225	271.34849375	247.27466875	296.03155	305.29793125	295.17453125	277.7191375	289.4902375	311.04498125	259.57115	327.20638125	284.88960625	296.50191875
ILMN_2747677	1292.25568125	1172.722225	1054.36065625	1281.5076125	1154.72575625	1213.3972125	1265.42595625	1188.904225	1265.42595625	1119.3327375	1294.65333125	1226.33259375	1200.59594375	1410.221575	1215.46968125	1111.68751875
ILMN_2606015	533.3672125	545.7415125	541.8511625	605.86194375	709.30966875	569.2850875	512.05889375	587.55103125	515.00791875	591.56195625	411.74715	432.68891875	525.57068125	418.11000625	517.00189375	605.86194375
ILMN_2714874	574.1261625	549.2649875	549.2649875	473.52364375	520.452825	584.78806875	585.82873125	476.1185375	437.71665625	509.714725	525.57068125	515.71900625	554.6096625	496.135925	483.0917625	476.1185375
ILMN_1256281	182.85221875	179.79511875	171.64175	167.33055625	164.19486875	179.20448125	170.04654375	165.954875	184.0525875	154.66928125	174.1205625	171.22390625	169.88470625	164.3968125	147.05875	151.1479625
ILMN_1241910	480.16580625	482.1791625	567.0161125	541.213475	457.93085	516.35701875	475.084675	652.601775	471.9612875	448.8247125	369.6460875	555.743425	363.99298125	496.93676875	541.213475	522.02868125
ILMN_2511806	228.82529375	193.7898875	186.44199375	203.0263	170.387425	209.103475	214.87245625	187.9385375	204.95320625	179.44441875	240.2466625	217.9913875	217.59455	226.39001875	182.548525	191.1588375
ILMN_2649502	1599.0994375	1616.891125	1616.891125	1680.0055	1359.73494375	1745.095625	1423.25485	1944.8068125	1933.3263125	1560.8211875	1481.7319375	1892.11275	1464.879	1405.39675625	1796.3114375	2016.9168125
ILMN_1234425	13731.0364375	13731.0364375	13534.7125	14760.245625	14190.341875	13731.0364375	15066.27	14431.91	15312.959375	14190.341875	15649.82375	13731.0364375	13172.297875	15066.27	14760.245625	14190.341875
ILMN_2757916	1265.42595625	1191.72529375	1491.8528125	1577.917625	1410.221575	1315.989225	1165.2661875	1357.73449375	1176.1765125	1247.6153875	1281.5076125	1413.892925	1133.0493375	1157.0028125	1379.9554375	1244.2882125
ILMN_2944413	1369.38539375	1385.99768125	1808.6184375	1723.53475	1574.8205625	1294.65333125	1298.1607625	1549.452	1606.403875	1574.8205625	1563.394625	1399.6960125	1231.54114375	1549.452	1635.846125	1423.25485
ILMN_1224692	157.693625	138.39070625	139.53805	158.53173125	149.48900625	173.4603	170.86271875	181.58448125	167.33055625	149.02734375	148.42471875	115.9625425	141.49523125	160.23875	162.934825	152.69155
ILMN_2704822	14431.91	14760.245625	17009.528125	14431.91	17526.455625	13983.2231875	15811.34625	15312.959375	14431.91	17526.455625	13534.7125	13983.2231875	12621.3100625	14431.91	14190.341875	15649.82375
ILMN_1239860	2601.580625	2183.460125	2601.580625	2792.5048125	2453.9903125	2305.095875	2369.0618125	2800.7055	3007.439625	1994.359875	2698.729	2553.0296875	2320.2016875	2809.6363125	2985.4025	2758.6666875
ILMN_2705533	122.062223125	112.075176875	125.5333625	121.12578875	122.41531875	140.39288125	118.982745625	113.89941625	105.28630125	119.43970125	112.21845	129.55834375	153.46726875	114.807048125	104.388986875	99.132629375
ILMN_1238679	1211.26603125	1167.6394625	1052.4328875	1089.18391875	1635.846125	1220.88975625	1075.377725	1025.50926875	1035.2212625	1262.084325	948.13583125	1159.0100875	1255.287775	1094.47193125	1065.40696875	1255.287775
ILMN_2739295	1491.8528125	1751.0855	1443.8409375	1369.38539375	1385.99768125	1510.2215	1526.519875	1443.8409375	1385.99768125	1478.5996875	1539.848	1526.519875	1501.8286875	1416.0072125	1478.5996875	1499.0845625
ILMN_3112856	146.57059375	132.10626875	136.3262875	135.92853125	146.249475	150.99335625	135.1378125	131.3446625	122.41531875	149.99069375	147.32380625	141.5911125	156.7400875	144.61973125	127.3510375	147.8156375
ILMN_2698115	481.47731875	455.44276875	469.40995625	453.55994375	427.12645	434.11775625	453.55994375	390.72719375	386.241725	415.8145375	406.94613125	489.587425	470.87679375	459.588925	394.19975	487.81764375
ILMN_2928320	1873.4655625	1758.3530625	1880.222375	1684.229	1733.5576875	1905.974125	1680.0055	1654.4488125	1610.26175	1767.103375	1684.229	1981.51975	1773.0195	1747.868375	1753.9889375	1817.268875
ILMN_1234223	142.48908125	174.8182375	146.249475	176.99835	137.74104375	177.502625	152.7839	185.59075	188.0836	144.14700625	181.98435	152.69155	166.49685	157.216325	162.04371875	162.17669375
ILMN_2888766	5071.7954375	4799.889	4293.4258125	4363.454875	4082.71825	4925.7006875	4964.116125	4490.201	5531.992	4436.122	5432.2115	4880.49925	4602.2670625	5188.1588125	4530.4624375	4680.85275
ILMN_1257110	244.98325	221.015275	251.9778875	258.45333125	307.59543125	256.2845125	257.63335	295.67068125	294.1801625	314.987925	200.1958	266.98208125	287.144725	202.5795125	299.838875	337.48220625
ILMN_2767615	13983.2231875	12195.6165625	10060.255125	9972.20525	10574.6365	11408.793	13731.0364375	9753.672125	10127.8905625	10724.79525	11173.0176875	12469.35875	12469.35875	11495.6474375	9890.1793125	11297.6646875
ILMN_1235179	559.57819375	540.56240625	710.4593125	712.6582	595.21409375	560.8079	547.767775	613.71071875	706.28880625	545.7415125	535.7323125	583.84518125	577.3044	600.22399375	754.62749375	596.8079375
ILMN_1254653	450.09990625	286.81030625	438.60243125	463.44099375	409.2603125	387.961875	286.44878125	464.38098125	382.43631875	460.98259375	264.523	405.7067375	387.2671875	253.5756875	431.16281875	514.343425
ILMN_2694074	1512.9835625	1488.5588125	1621.1950625	1657.091625	1691.932625	1532.028875	1420.65530625	1613.5793125	1651.4259375	1616.891125	1571.518	1485.9148125	1440.767375	1488.5588125	1491.8528125	1544.4166875
ILMN_2650475	131.27735	119.23269	141.49523125	127.1895375	156.38801875	143.07578125	124.34335625	120.24917875	148.93023125	168.3561625	118.544265	147.05875	122.83345	124.27139375	132.896825	141.26234375
ILMN_3008733	1485.9148125	1265.42595625	1512.9835625	1429.7836125	1488.5588125	1355.16958125	1231.54114375	1470.9896875	1485.9148125	1499.0845625	1244.2882125	1491.8528125	1259.73734375	1420.65530625	1523.2851875	1429.7836125
ILMN_2675874	1379.9554375	1220.88975625	987.84588125	1142.3346125	1185.554375	1817.268875	1413.892925	936.561775	1402.53706875	1071.30986875	886.00486875	1453.836625	1009.5939125	1071.30986875	871.928325	1240.6907125
ILMN_3163134	465.7442	477.51089375	507.30178125	533.3672125	413.6796125	461.81859375	429.66280625	513.72638125	522.96660625	492.8494125	455.44276875	378.12289375	406.25033125	448.8247125	492.8494125	531.53671875
ILMN_2740494	692.932175	631.9964875	625.94640625	663.46655	745.71349375	669.95110625	661.9242375	643.92078125	663.46655	736.02556875	630.68256875	698.881425	700.53440625	513.18336875	678.67405625	820.2931
ILMN_1238309	4559.2555625	4206.7450625	5720.023125	6383.8138125	4602.2670625	4514.3431875	4464.1320625	5859.1675625	6666.436625	4925.7006875	4758.6421875	3699.664375	4100.9669375	5559.051625	6843.291125	4514.3431875
ILMN_2764865	3796.041	3480.6066875	3358.915875	3343.45	3672.7575	3757.6965625	3770.3874375	3155.7905625	2781.58875	3343.45	3367.8920625	3114.975	3367.8920625	3384.2715625	3064.3103125	3114.975
ILMN_3086201	339.5567875	276.12820625	287.6191125	356.32760625	279.0067375	320.36241875	302.0011375	328.90161875	354.05960625	318.857075	445.23834375	404.7403875	300.13343125	414.16425625	410.47876875	272.79385
ILMN_1228610	126.430475	119.687909375	176.12585	128.44940625	150.8607	145.79421875	129.71258125	136.89603125	137.88758125	188.50483125	123.67819375	110.363198125	135.2270875	149.21289375	133.9557875	163.2424375
ILMN_1233759	820.2931	805.97924375	745.71349375	623.59819375	723.366875	960.96005	766.57840625	673.8294125	651.440175	707.6533625	678.67405625	754.62749375	791.96815625	622.424775	622.424775	733.7992
ILMN_2765304	182.10419375	138.70476875	128.020125	142.58573125	140.8878375	157.9106125	149.02734375	129.55834375	125.7289875	149.79191875	128.63870625	132.10626875	149.79191875	130.79925	117.162448125	137.59983125
ILMN_1222794	1205.7586875	1115.814175	1215.46968125	1461.678875	1133.0493375	1157.0028125	1237.64559375	1467.699125	1413.892925	1208.95903125	1205.7586875	1172.722225	1226.33259375	1115.814175	1323.73580625	1304.11341875
ILMN_1245673	5501.0839375	5035.313	4464.1320625	5017.492875	4577.5029375	5120.44175	5207.3271875	4902.6641875	4735.2788125	4680.85275	6096.572375	5159.29925	5630.295	5390.3065625	4642.1986875	4855.10025
ILMN_2623591	3534.9343125	3323.130125	2747.872	3125.4125	2985.4025	3155.7905625	3583.1270625	2631.082625	2770.389	2698.729	3641.0309375	3292.12425	3463.9809375	4315.6864375	2975.30275	2250.7824375
ILMN_2680237	126.2334375	128.44940625	123.0109875	114.165755625	147.32380625	143.20033125	151.49008125	107.189019375	110.057823125	108.84136875	124.61303125	138.70476875	128.5330625	125.5333625	126.0942125	118.39256
ILMN_2737463	96.820976875	124.97909375	129.71258125	133.31306875	109.031705	106.525805625	117.94880375	126.30664375	138.10944375	117.94880375	135.840375	137.2026125	119.900904375	87.270618125	127.2450625	145.674675
ILMN_2774456	9972.20525	9753.672125	9413.28375	9671.8816875	9890.1793125	10333.5746875	9890.1793125	8492.1395	8834.2650625	9346.0995	9490.1536875	9490.1536875	9753.672125	9490.1536875	8907.919	10060.255125
ILMN_2880540	133.379225	146.35961875	144.53268125	138.39070625	138.39070625	131.15114375	118.85425125	112.50059875	127.62435625	145.1658125	125.0597375	156.99936875	112.680161875	123.61475625	115.906464375	136.3262875
ILMN_1219656	3508.3631875	3770.3874375	3422.046375	4082.71825	4048.0388125	3699.664375	4183.4475625	3808.8565	4036.32475	3658.924875	4048.0388125	3770.3874375	3808.8565	3834.3006875	4115.4703125	3853.270625
ILMN_3159275	165.03119375	190.08255	194.03785625	275.04995	210.16245625	175.98158125	185.59075	257.63335	285.20514375	209.32098125	299.838875	184.49761875	227.120325	231.99835625	300.13343125	160.48074375
ILMN_1232530	5720.023125	5762.73775	5501.0839375	4834.3839375	5592.9835	5501.0839375	5592.9835	4799.889	4855.10025	5920.0250625	5592.9835	5366.7633125	5885.3009375	5017.492875	4479.1653125	6096.572375
ILMN_2702444	189.08605625	204.81031875	189.08605625	221.5099	151.39938125	185.43579375	179.44441875	193.7898875	228.82529375	189.73489375	192.86455	181.23368125	181.98435	199.67699375	188.0836	144.61973125
ILMN_2762944	2657.9415625	3186.193375	2582.3805	3641.0309375	2689.4941875	2864.5063125	2809.6363125	4855.10025	4544.1546875	2553.0296875	3125.4125	2689.4941875	3343.45	3367.8920625	3422.046375	3496.7734375
ILMN_3161790	90.554965	102.8892825	110.746616875	111.916439375	107.0372	118.544265	93.01569	142.76286875	147.51644375	112.5711125	114.250825	102.8892825	104.82532	96.667564375	112.724624375	125.7289875
ILMN_2631610	209.6493125	211.3284125	296.03155	249.460775	299.838875	236.75499375	225.56696875	230.4721	205.81603125	262.94540625	212.2325375	203.7438375	217.22279375	158.3846375	213.347025	251.30326875
ILMN_2605417	1420.65530625	1416.0072125	1563.394625	1638.406375	1369.38539375	1262.084325	1290.79334375	1651.4259375	1517.980125	1488.5588125	1478.5996875	1541.624625	1265.42595625	1377.04380625	1488.5588125	1436.6275
ILMN_1216168	110.410105	191.1588375	147.21659375	111.7973125	108.6479925	148.93023125	188.0836	149.3582875	139.53805	117.863168125	140.2900875	184.88224375	184.75475625	150.64725625	140.1893	144.260675
ILMN_1241151	7037.2719375	7724.063375	7790.514875	9169.2155	6927.53375	6753.8141875	8098.043625	8729.9628125	10333.5746875	7411.148625	8907.919	5920.0250625	6997.7991875	7790.514875	9753.672125	9890.1793125
